Price,Vol,1DayAvg,14DayAvg,30DayAvg,180DayAvg
294.25,3.9,290.93800000000005,297.56144578313246,297.56144578313246,297.56144578313246
295.16,0.01579,291.3244,297.5328571428571,297.5328571428571,297.5328571428571
295.1,74.02462,291.7732,297.50423529411756,297.50423529411756,297.50423529411756
296.46,100.71171,292.086,297.49209302325573,297.49209302325573,297.49209302325573
296.88,41.00621,292.51360000000005,297.48505747126427,297.48505747126427,297.48505747126427
298.57,145.82441,292.68320000000006,297.4973863636363,297.4973863636363,297.4973863636363
297.87,260.07005,292.8924,297.50157303370776,297.50157303370776,297.50157303370776
297.27,353.55114,293.1592,297.4989999999999,297.4989999999999,297.4989999999999
298.13,422.41153,293.48840000000007,297.505934065934,297.505934065934,297.505934065934
297.68,483.75146,293.66560000000004,297.50782608695647,297.50782608695647,297.50782608695647
299.1,370.66684,293.99320000000006,297.52494623655906,297.52494623655906,297.52494623655906
300.7,213.50155,294.44480000000004,297.55872340425526,297.55872340425526,297.55872340425526
299.0,71.7529,294.90880000000004,297.573894736842,297.573894736842,297.573894736842
299.0,67.88466,295.2712,297.58874999999995,297.58874999999995,297.58874999999995
300.03,275.6582,295.5756,297.6139175257731,297.6139175257731,297.6139175257731
303.91,256.5098,296.2132,297.678163265306,297.678163265306,297.678163265306
314.05,232.70889,297.3596,297.8435353535353,297.8435353535353,297.8435353535353
320.28,123.69424,298.484,298.0678999999999,298.0678999999999,298.0678999999999
317.48,21.51,299.4592,298.2600990099009,298.2600990099009,298.2600990099009
317.86,23.53728,300.45279999999997,298.4522549019607,298.4522549019607,298.4522549019607
317.29,85.346,301.4408,298.63514563106787,298.63514563106787,298.63514563106787
318.99,76.98358,302.36159999999995,298.8308653846153,298.8308653846153,298.8308653846153
331.33,94.82266,303.91119999999995,299.1403809523809,299.1403809523809,299.1403809523809
331.3,402.39209,305.36319999999995,299.4437735849056,299.4437735849056,299.4437735849056
344.38,379.94648,307.2828,299.86373831775694,299.86373831775694,299.86373831775694
334.17,350.27902,308.8796,300.1813888888888,300.1813888888888,300.1813888888888
334.34,276.92293,310.4468,300.4947706422018,300.4947706422018,300.4947706422018
337.95,509.09007,312.1608,300.83527272727264,300.83527272727264,300.83527272727264
332.12,503.65311,313.5872,301.11711711711706,301.11711711711706,301.11711711711706
328.47,425.40661,314.8508,301.3613392857142,301.3613392857142,301.3613392857142
332.27,289.46359,316.19879999999995,301.6348672566371,301.6348672566371,301.6348672566371
324.05,58.45958,317.24600000000004,301.8314912280701,301.8314912280701,301.8314912280701
325.79,29.83539,318.3868,302.03982608695645,302.03982608695645,302.03982608695645
318.25,79.41995,319.19160000000005,302.1795689655172,302.1795689655172,302.1795689655172
321.04,406.3495,320.12600000000003,302.3407692307692,302.3407692307692,302.3407692307692
323.04,169.73213,321.0836,302.5161864406779,302.5161864406779,302.5161864406779
309.96,143.49091,321.45400000000006,302.5787394957983,302.5787394957983,302.5787394957983
310.0,90.0427,321.89400000000006,302.64058333333327,302.64058333333327,302.64058333333327
144.21,149.91376,315.70240000000007,301.33123966942145,301.33123966942145,301.33123966942145
287.0,28.29975,315.18120000000005,301.21377049180325,301.21377049180325,301.21377049180325
302.99,228.01188,315.1444,301.2282113821138,301.2282113821138,301.2282113821138
305.37,301.2471,314.7972,301.26161290322574,301.26161290322574,301.26161290322574
300.35,516.27772,314.00000000000006,301.25431999999995,301.25431999999995,301.25431999999995
301.09,557.58036,313.3444,301.2530158730158,301.2530158730158,301.2530158730158
308.33,537.67538,312.96320000000003,301.30874015748026,301.30874015748026,301.30874015748026
309.4,564.59159,312.6476,301.37195312499995,301.37195312499995,301.37195312499995
311.16,671.88512,312.3344,301.4478294573643,301.4478294573643,301.4478294573643
306.66,404.77411,311.3476,301.4879230769231,301.4879230769231,301.4879230769231
307.08,393.09732,310.37879999999996,301.53061068702294,301.53061068702294,301.53061068702294
305.48,287.07405,308.8228,301.56053030303036,301.56053030303036,301.56053030303036
305.08,455.53867,307.6592,301.5869924812031,301.5869924812031,301.5869924812031
316.24,247.04944,306.93519999999995,301.6963432835821,301.6963432835821,301.6963432835821
313.99,378.0474,305.9768,301.78740740740744,301.78740740740744,301.78740740740744
310.77,223.61559,305.1228,301.85345588235293,301.85345588235293,301.85345588235293
307.03,251.25776,304.26519999999994,301.8912408759124,301.8912408759124,301.8912408759124
310.27,277.13507,303.38519999999994,301.9519565217391,301.9519565217391,301.9519565217391
309.16,302.25672,302.7895999999999,302.0038129496403,302.0038129496403,302.0038129496403
310.61,371.40685,302.1823999999999,302.0652857142857,302.0652857142857,302.0652857142857
312.25,202.93145,301.94239999999996,302.1375177304964,302.1375177304964,302.1375177304964
310.56,170.0743,301.5232,302.1968309859155,302.1968309859155,302.1968309859155
314.8,482.22957,301.19359999999995,302.284965034965,302.284965034965,302.284965034965
315.71,233.09815,301.4235999999999,302.37819444444443,302.37819444444443,302.37819444444443
315.45,432.60958,301.6415999999999,302.4683448275862,302.4683448275862,302.4683448275862
320.73,262.04246,308.70239999999995,302.59342465753423,302.59342465753423,302.59342465753423
316.74,435.21335,309.892,302.68965986394556,302.68965986394556,302.68965986394556
319.77,246.19782,310.5632,302.8050675675675,302.8050675675675,302.8050675675675
319.06,390.97267,311.11080000000004,302.9141610738254,302.9141610738254,302.9141610738254
319.74,312.13542,311.88640000000004,303.02633333333324,303.02633333333324,303.02633333333324
320.74,260.26644,312.67240000000004,303.1436423841059,303.1436423841059,303.1436423841059
319.74,322.4995,313.1288,303.2528289473683,303.2528289473683,303.2528289473683
319.2,598.91827,313.5208,303.3570588235293,303.3570588235293,303.3570588235293
316.96,686.70237,313.7528,303.4453896103895,303.4453896103895,303.4453896103895
315.04,514.84876,314.08799999999997,303.520193548387,303.520193548387,303.520193548387
317.06,305.91619,314.4872,303.6069871794871,303.6069871794871,303.6069871794871
317.87,790.83539,314.9828,303.69783439490436,303.69783439490436,303.69783439490436
318.39,269.24306,315.5152,303.79082278481,303.79082278481,303.79082278481
318.48,253.30139,315.6048,303.8832075471697,303.8832075471697,303.8832075471697
321.19,322.11689,315.89279999999997,303.99137499999995,303.99137499999995,303.99137499999995
318.57,481.54407,316.2048,304.0819254658384,304.0819254658384,304.0819254658384
314.74,239.65437,316.5132,304.1477160493826,304.1477160493826,304.1477160493826
318.12,203.49297,316.82719999999995,304.23343558282204,304.23343558282204,304.23343558282204
316.74,248.88125,317.13039999999995,304.3096951219511,304.3096951219511,304.3096951219511
315.74,280.73305,317.3355999999999,304.3789696969696,304.3789696969696,304.3789696969696
315.52,316.04429,317.4664,304.4460843373493,304.4460843373493,304.4460843373493
315.08,190.08968,317.64719999999994,304.5097604790418,304.5097604790418,304.5097604790418
315.05,274.30696,317.6572,304.57249999999993,304.57249999999993,304.57249999999993
315.22,256.61959,317.6376,304.6355029585798,304.6355029585798,304.6355029585798
316.46,321.99605,317.678,304.7050588235293,304.7050588235293,304.7050588235293
319.57,296.71128,317.63159999999993,304.7919883040935,304.7919883040935,304.7919883040935
320.53,198.749,317.7831999999999,304.8834883720929,304.8834883720929,304.8834883720929
318.54,289.02874,317.734,304.9624277456647,304.9624277456647,304.9624277456647
320.32,339.18864,317.7844,305.05068965517233,305.05068965517233,305.05068965517233
320.03,630.71733,317.796,305.13628571428563,305.13628571428563,305.13628571428563
317.02,411.56848,317.64719999999994,305.2038068181817,305.2038068181817,305.2038068181817
322.51,347.54966,317.758,305.30158192090386,305.30158192090386,305.30158192090386
319.01,355.6927,317.7504,305.3785955056179,305.3785955056179,305.3785955056179
323.8,316.22927,318.024,305.4815083798882,305.4815083798882,305.4815083798882
320.84,118.57683,318.256,305.56683333333325,305.56683333333325,305.56683333333325
323.67,203.90406,318.5204,305.6668508287292,305.6668508287292,305.6668508287292
322.0,203.63927,318.68559999999997,305.7565934065933,305.7565934065933,305.7565934065933
322.45,242.60003,318.84799999999996,305.8478142076502,305.8478142076502,305.8478142076502
322.76,258.98256,319.01920000000007,305.93972826086946,305.93972826086946,305.93972826086946
321.23,138.61314,319.0208,306.0223783783783,306.0223783783783,306.0223783783783
320.04,265.99646,319.0796,306.0977419354838,306.0977419354838,306.0977419354838
321.22,308.09107,319.33880000000005,306.1786096256684,306.1786096256684,306.1786096256684
323.72,187.64378,319.56280000000004,306.27191489361695,306.27191489361695,306.27191489361695
323.42,485.63977,319.83000000000004,306.3626455026454,306.3626455026454,306.3626455026454
327.8,462.31574,320.3124,306.47547368421044,306.47547368421044,306.47547368421044
328.81,258.63675,320.84400000000005,306.5924083769633,306.5924083769633,306.5924083769633
328.19,200.25624,321.36840000000007,306.7048958333333,306.7048958333333,306.7048958333333
326.55,324.10004,321.8284000000001,306.80772020725385,306.80772020725385,306.80772020725385
331.34,244.29766,322.4732,306.9341752577319,306.9341752577319,306.9341752577319
331.74,225.1556,323.0844000000001,307.06138461538455,307.06138461538455,307.06138461538455
330.17,322.05362,323.50840000000005,307.17928571428564,307.17928571428564,307.17928571428564
330.29,318.27009,323.89880000000005,307.2965989847715,307.2965989847715,307.2965989847715
332.68,217.82876,324.46440000000007,307.4247979797979,307.4247979797979,307.4247979797979
330.11,333.09478,324.856,307.53879396984917,307.53879396984917,307.53879396984917
331.69,330.23241,325.32239999999996,307.65954999999997,307.65954999999997,307.65954999999997
329.68,1348.31341,325.8288,307.7691044776119,307.7691044776119,307.7691044776119
333.32,184.12642,326.2612,307.8955940594059,307.8955940594059,307.8955940594059
332.89,286.77891,326.81640000000004,308.0187192118226,308.0187192118226,308.0187192118226
332.57,141.95926,327.16720000000004,308.1390686274509,308.1390686274509,308.1390686274509
335.29,199.13677,327.74520000000007,308.2715121951219,308.2715121951219,308.2715121951219
336.35,138.08871,328.25239999999997,308.4078155339805,308.4078155339805,308.4078155339805
333.2,146.0636,328.7004,308.5275845410627,308.5275845410627,308.5275845410627
333.27,267.97046,329.1332,308.6465384615384,308.6465384615384,308.6465384615384
329.91,196.49748,329.4192,308.74827751196165,308.74827751196165,308.74827751196165
327.8,201.4709,329.68199999999996,308.83899999999994,308.83899999999994,308.83899999999994
330.18,100.21031,330.08759999999995,308.9401421800947,308.9401421800947,308.9401421800947
329.81,193.47193,330.43120000000005,309.0385849056603,309.0385849056603,309.0385849056603
327.24,153.95314,330.57200000000006,309.12403755868536,309.12403755868536,309.12403755868536
332.26,122.8132,330.92560000000003,309.2321495327102,309.2321495327102,309.2321495327102
324.41,174.12675,330.79,309.3027441860464,309.3027441860464,309.3027441860464
324.72,118.68492,330.6264,309.3741203703703,309.3741203703703,309.3741203703703
323.46,196.89672,330.4372000000001,309.43903225806446,309.43903225806446,309.43903225806446
323.56,285.19418,330.3176,309.5038073394495,309.5038073394495,309.5038073394495
325.23,199.73728,330.07320000000004,309.57561643835606,309.57561643835606,309.57561643835606
326.19,388.87032,329.8512000000001,309.6511363636363,309.6511363636363,309.6511363636363
328.45,186.8631,329.78240000000005,309.7361990950225,309.7361990950225,309.7361990950225
330.63,167.41761,329.796,309.83031531531526,309.83031531531526,309.83031531531526
327.69,257.33601,329.5964,309.9104035874439,309.9104035874439,309.9104035874439
330.87,244.92428,329.6268,310.0039732142856,310.0039732142856,310.0039732142856
328.25,231.13593,329.4892,310.0850666666666,310.0850666666666,310.0850666666666
326.14,309.07769,329.3476,310.1561061946902,310.1561061946902,310.1561061946902
330.98,190.9403,329.254,310.24784140969155,310.24784140969155,310.24784140969155
332.34,209.4309,329.23199999999997,310.34473684210514,310.34473684210514,310.34473684210514
327.01,156.03136,329.0096,310.4175109170304,310.4175109170304,310.4175109170304
330.38,196.30353,328.8132,310.504304347826,310.504304347826,310.504304347826
327.38,226.97145,328.4544,310.57735930735925,310.57735930735925,310.57735930735925
329.78,223.69461,328.3176,310.66012931034476,310.66012931034476,310.66012931034476
332.68,213.56767,328.29400000000004,310.7546351931329,310.7546351931329,310.7546351931329
331.12,10.76919,328.3424,310.8416666666665,310.8416666666665,310.8416666666665
330.51,247.83683,328.4508,310.9253617021275,310.9253617021275,310.9253617021275
332.43,165.10824,328.5408000000001,311.0164830508473,311.0164830508473,311.0164830508473
332.18,345.34454,328.63560000000007,311.1057805907171,311.1057805907171,311.1057805907171
334.37,175.00161,328.9208000000001,311.20352941176446,311.20352941176446,311.20352941176446
334.47,264.11435,329.0092000000001,311.30087866108767,311.30087866108767,311.30087866108767
333.96,272.16184,329.3912,311.3952916666665,311.3952916666665,311.3952916666665
334.5,225.92548,329.78240000000005,311.49116182572595,311.49116182572595,311.49116182572595
337.52,209.66722,330.3448,311.59871900826425,311.59871900826425,311.59871900826425
332.75,94.16174,330.71240000000006,311.68576131687223,311.68576131687223,311.68576131687223
335.0,159.41236,331.1032000000001,311.78131147540967,311.78131147540967,311.78131147540967
332.77,191.57696,331.36640000000006,311.8669795918366,311.8669795918366,311.8669795918366
332.0,171.54931,331.50840000000005,311.9488211382112,311.9488211382112,311.9488211382112
334.88,208.23048,331.67839999999995,312.0416599190282,312.0416599190282,312.0416599190282
337.53,285.89314,332.07200000000006,312.14443548387084,312.14443548387084,312.14443548387084
333.93,104.46136,332.19440000000003,312.2319277108432,312.2319277108432,312.2319277108432
333.57,190.68012,332.4072,312.31727999999987,312.31727999999987,312.31727999999987
333.61,176.45375,332.7060000000001,312.4021115537847,312.4021115537847,312.4021115537847
333.96,193.94708,332.8252,312.4876587301586,312.4876587301586,312.4876587301586
335.04,219.16864,332.9332,312.5767984189722,312.5767984189722,312.5767984189722
336.5,277.35622,333.3128,312.6709842519684,312.6709842519684,312.6709842519684
339.89,115.46914,333.6932,312.77772549019596,312.77772549019596,312.77772549019596
340.24,183.13777,334.2076,312.8849999999999,312.8849999999999,312.8849999999999
341.47,212.10891,334.67519999999996,312.9962256809337,312.9962256809337,312.9962256809337
340.36,136.6202,334.9824,313.1022868217053,313.1022868217053,313.1022868217053
338.66,168.79731,335.284,313.20096525096517,313.20096525096517,313.20096525096517
338.81,54.19762,335.616,313.2994615384614,313.2994615384614,313.2994615384614
348.11,240.20694,336.2432,313.43283524904206,313.43283524904206,313.43283524904206
346.6,103.71249,336.82,313.55942748091593,313.55942748091593,313.55942748091593
344.18,98.01125,337.2124,313.67585551330785,313.67585551330785,313.67585551330785
350.84,298.7036,337.8672,313.81662878787864,313.81662878787864,313.81662878787864
343.43,582.93715,338.24600000000004,313.9283773584904,313.9283773584904,313.9283773584904
338.54,166.14597,338.4076,314.02090225563893,314.02090225563893,314.02090225563893
337.19,224.47022,338.3944,314.10767790262156,314.10767790262156,314.10767790262156
338.26,166.39564,338.61480000000006,314.1977985074625,314.1977985074625,314.1977985074625
340.89,169.69262,338.85040000000004,314.29702602230464,314.29702602230464,314.29702602230464
338.34,120.15133,339.0732,314.38607407407386,314.38607407407386,314.38607407407386
340.48,124.56626,339.41240000000005,314.48236162361604,314.48236162361604,314.48236162361604
339.81,221.6374,339.6096,314.57547794117625,314.57547794117625,314.57547794117625
339.62,100.7591,339.69320000000005,314.6672161172159,314.6672161172159,314.6672161172159
347.33,183.23626,340.22920000000005,314.78642335766403,314.78642335766403,314.78642335766403
342.19,100.89855,340.57400000000007,314.8860727272725,314.8860727272725,314.8860727272725
342.95,202.40127,340.9476,314.98775362318815,314.98775362318815,314.98775362318815
341.83,203.24719,341.26239999999996,315.084657039711,315.084657039711,315.084657039711
343.2,160.23094,341.58880000000005,315.18579136690624,315.18579136690624,315.18579136690624
341.84,176.28286,341.80240000000003,315.2813261648743,315.2813261648743,315.2813261648743
344.82,219.30128,341.99959999999993,315.38682142857124,315.38682142857124,315.38682142857124
342.54,95.24482,342.0916,315.48345195729513,315.48345195729513,315.48345195729513
342.4,182.37778,342.12879999999996,315.5789007092196,315.5789007092196,315.5789007092196
346.42,103.748,342.37119999999993,315.68787985865697,315.68787985865697,315.68787985865697
348.2,34.82278,342.7528,315.8023591549293,315.8023591549293,315.8023591549293
347.0,46.56295,343.0804,315.91182456140325,315.91182456140325,315.91182456140325
349.83,60.23594,343.1491999999999,316.03041958041933,316.03041958041933,316.03041958041933
348.9,32.4571,343.24119999999994,316.14494773519135,316.14494773519135,316.14494773519135
349.34,137.58977,343.44759999999997,316.260208333333,316.260208333333,316.260208333333
351.19,11.12142,343.4616,316.3810726643596,316.3810726643596,316.3810726643596
351.73,27.21856,343.7935999999999,316.5029655172411,316.5029655172411,316.5029655172411
355.0,77.59397,344.4519999999999,316.63525773195846,316.63525773195846,316.63525773195846
355.79,265.69325,345.19599999999997,316.76934931506815,316.76934931506815,316.76934931506815
354.17,44.19242,345.8324,316.8969965870304,316.8969965870304,316.8969965870304
356.2,87.63842,346.4448,317.0306802721085,317.0306802721085,317.0306802721085
362.0,193.08164,347.39119999999997,317.18311864406746,317.18311864406746,317.18311864406746
365.29,138.5278,348.3836,317.34564189189155,317.34564189189155,317.34564189189155
358.1,119.02615,349.1152,317.48286195286164,317.48286195286164,317.48286195286164
362.0,116.52032,350.01039999999995,317.63224832214735,317.63224832214735,317.63224832214735
364.36,351.56358,350.69160000000005,317.78852842809334,317.78852842809334,317.78852842809334
362.17,150.84565,351.4907999999999,317.9364666666663,317.9364666666663,317.9364666666663
365.74,176.91074,352.4024,318.09528239202626,318.09528239202626,318.09528239202626
368.16,212.34052,353.4556,318.2610596026487,318.2610596026487,318.2610596026487
372.6,122.6807,354.63160000000005,318.4403960396037,318.4403960396037,318.4403960396037
368.9,182.91059,355.714,318.6063815789471,318.6063815789471,318.6063815789471
367.44,265.69481,356.6188,318.76649180327837,318.76649180327837,318.76649180327837
370.79,161.95325,357.7488000000001,318.93650326797354,318.93650326797354,318.93650326797354
376.76,41.60678,359.12320000000005,319.1248534201951,319.1248534201951,319.1248534201951
377.49,8.16792,360.366,319.31435064935033,319.31435064935033,319.31435064935033
374.7,147.66099,361.426,319.4935922330094,319.4935922330094,319.4935922330094
371.6,41.0148,362.41,319.66167741935453,319.66167741935453,319.66167741935453
373.39,95.20549,363.3524,319.8344372990351,319.8344372990351,319.8344372990351
375.01,60.41718,364.3967999999999,320.01128205128174,320.01128205128174,320.01128205128174
373.0,64.55169,365.3432,320.1805750798719,320.1805750798719,320.1805750798719
376.6,37.58972,366.3596,320.36025477706977,320.36025477706977,320.36025477706977
380.81,168.8485,367.52279999999996,320.55215873015845,320.55215873015845,320.55215873015845
387.99,181.44888,368.8424,320.7655696202529,320.7655696202529,320.7655696202529
378.16,51.27905,369.73720000000003,320.946624605678,320.946624605678,320.946624605678
375.7,164.91588,370.5984000000001,321.11880503144624,321.11880503144624,321.11880503144624
367.15,941.85909,371.03640000000007,321.26310344827556,321.26310344827556,321.26310344827556
371.62,191.86744,371.4212,321.4204687499997,321.4204687499997,321.4204687499997
373.01,324.20412,371.7300000000001,321.58118380062274,321.58118380062274,321.58118380062274
382.01,257.22121,372.68640000000005,321.7688509316767,321.7688509316767,321.7688509316767
379.78,216.93008,373.39760000000007,321.94845201238354,321.94845201238354,321.94845201238354
376.2,229.15619,373.87120000000004,322.11589506172805,322.11589506172805,322.11589506172805
379.38,182.77938,374.5596,322.292092307692,322.292092307692,322.292092307692
383.18,225.1859,375.2572,322.4788650306745,322.4788650306745,322.4788650306745
383.76,143.03348,375.8812,322.6662691131495,322.6662691131495,322.6662691131495
384.66,127.10316,376.3636,322.85527439024355,322.85527439024355,322.85527439024355
385.34,170.24828,377.02119999999996,323.0451975683887,323.0451975683887,323.0451975683887
385.99,131.15843,377.7631999999999,323.235939393939,323.235939393939,323.235939393939
385.03,139.67697,378.33279999999996,323.4226283987912,323.4226283987912,323.4226283987912
384.52,153.24017,378.6432,323.6066566265057,323.6066566265057,323.6066566265057
384.64,145.44771,378.92920000000004,323.7899399399396,323.7899399399396,323.7899399399396
381.98,164.8065,379.2204,323.96416167664637,323.96416167664637,323.96416167664637
380.58,190.1786,379.5795999999999,324.13316417910414,324.13316417910414,324.13316417910414
382.6,175.96699,379.948,324.30717261904726,324.30717261904726,324.30717261904726
383.66,228.77137,380.29400000000004,324.48329376854565,324.48329376854565,324.48329376854565
384.04,98.69375,380.73560000000003,324.7293175074181,324.6594970414198,324.6594970414198
383.27,90.77746,381.0024000000001,324.97163204747744,324.8323893805306,324.8323893805306
380.45,64.43431,380.9880000000001,325.20323442136464,324.99597058823497,324.99597058823497
381.89,126.58938,380.7440000000001,325.4382789317504,325.16281524926654,325.16281524926654
381.96,251.80406,380.8959999999999,325.6578931750739,325.32888888888857,325.32888888888857
379.59,237.51757,381.05159999999995,325.8684866468839,325.48708454810463,325.48708454810463
384.59,172.45309,381.7492,326.08982195845664,325.6588953488369,325.6588953488369
385.82,257.545,382.31719999999996,326.3198516320472,325.83327536231855,325.83327536231855
387.0,125.82301,382.8768,326.55145400593443,326.01005780346793,326.01005780346793
387.25,308.8852,383.0863999999999,326.78477744807094,326.1865417867432,326.1865417867432
387.14,213.03073,383.3808,327.0202967359047,326.36169540229855,326.36169540229855
384.38,216.74342,383.70799999999997,327.2513946587534,326.5279369627504,326.5279369627504
384.86,185.44997,383.9271999999999,327.48023738872376,326.6945999999997,326.6945999999997
384.51,256.36961,383.98040000000003,327.7072700296733,326.85931623931594,326.85931623931594
385.47,220.32072,384.04879999999997,327.93617210682464,327.02582386363605,327.02582386363605
385.1,182.3151,384.0664,328.16169139465853,327.1903399433425,327.1903399433425
384.42,152.50791,384.0296,328.4074480712164,327.3520056497172,327.3520056497172
386.21,181.94619,384.03839999999997,328.6490504451036,327.51780281690117,327.51780281690117
