,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
138,381.4465054,364.0018902,396.2962255,398.3921313,393.4387051,346.3746165,419.1417067,451.8840773,420.6220382,423.3318986,418.951995,444.1719474,476.9388112,447.4457446,355.8636161,532.7280867,650.4416905,365.7922169,397.6671352,497.0663106,355.5157598,390.2102415,387.7920444,347.3990212,305.1356919
139,380.8739979,373.8990945,416.5207156,407.9229308,369.2430628,355.2008544,382.5239566,457.7427714,419.6349939,423.706285,418.754086,396.2684347,413.7189477,450.8651743,356.4092911,651.294678,566.3379655,421.2842468,422.1728454,616.6206002,386.2577945,417.3522644,425.8847765,383.151398,370.333365
140,334.388781,374.6970602,399.5068409,406.3857475,367.651246,585.4405609,510.8468748,462.9874644,426.8120325,411.8340765,353.601741,484.9813373,449.782382,510.2763503,419.0329913,692.3284246,648.6428854,448.2936608,464.1764771,661.6928904,388.4090375,397.6958761,428.3644142,374.7001292,352.5435504
141,332.9999609,374.2694372,409.1119601,410.6215705,369.6844175,590.6876633,517.2150012,556.2652087,592.1077798,400.9595525,337.6761794,435.1965372,379.8883284,432.9824276,552.1280398,604.2397674,685.9367096,467.947232,463.5107169,622.3307717,575.56075,381.7188998,385.4504051,421.2212365,379.6500619
142,332.9999609,350.4406385,409.1058835,404.1226504,368.484174,534.6936918,508.1841378,513.3715262,571.2900762,390.7067044,340.8888566,436.6498848,453.7719869,739.067843,571.2865998,797.7399407,895.2271149,559.3543213,711.4784643,793.304008,774.8473703,429.0237445,372.4631171,420.0394884,315.0207172
143,330.1662114,356.8909371,400.5452488,400.6963233,375.0568174,537.2289459,521.921669,514.0785483,346.1468516,393.0248787,422.3839905,639.1779004,694.8919905,712.9136487,572.0009634,842.3413815,878.0144518,517.775006,581.6632088,795.2327613,644.9781797,425.586586,369.7786322,480.4804833,398.1906471
144,330.2646123,355.6028163,398.9201042,372.9478273,375.3735284,543.1533313,501.15421,513.7375226,490.6250268,375.1035193,552.0340229,683.6914188,696.7546128,561.0227747,620.9954659,850.8620653,883.7459338,534.3777221,573.6566506,764.5728959,697.8573099,424.8156714,379.2051872,480.573262,348.2564922
145,372.9082646,361.8650385,405.9663888,498.9710961,599.923255,548.6241434,470.0201911,539.5000736,540.4140015,402.813105,496.6101937,708.8091462,602.7178952,715.9649173,540.5377045,841.0117177,915.5420315,631.1899844,542.1237628,541.6778854,693.9065528,641.7992429,401.3978304,588.7925134,322.6487078
146,365.9099527,358.7136507,400.5087448,480.8792725,587.5861568,538.3269559,470.2482412,535.5729118,510.3165913,628.0825214,661.142231,689.4115385,679.2533002,697.4429152,563.116434,784.0368747,761.841087,817.6939578,960.0396683,736.3503834,710.0067735,665.9057659,482.4642338,560.7993609,299.0416439
147,367.0131178,462.5745595,495.6507406,425.0806665,500.9334956,523.0982953,481.422785,437.1045956,500.0358595,610.4075648,665.9989351,712.7558997,730.0310079,776.6632528,736.0724563,732.8982764,701.9495857,844.3142074,854.989133,876.7097051,740.1054477,655.1144087,720.2197764,806.289456,552.282116
148,356.7601591,382.8397451,440.8816515,428.9886021,485.1477279,430.4279108,411.9793902,443.0051351,500.1903639,612.2176636,506.3102715,541.9828842,590.9738809,760.6554589,537.7378482,734.1147249,743.5468702,662.210888,589.7069002,1033.831642,751.9058282,723.4665188,540.6406509,663.9571486,583.5732379
149,353.7808972,386.0315646,440.8713681,428.1445749,484.115447,429.2743899,411.4172259,452.2537219,537.8602997,611.7921999,512.4157151,525.6230408,577.8715395,731.9075372,539.8668595,737.8628864,777.8302662,674.4138026,572.3050704,920.5182102,833.6409371,671.3609815,569.1415285,661.3700544,727.7289066
150,353.6285894,385.7784329,407.4215282,415.8150607,484.6232179,414.8199261,415.2156874,525.7287901,439.1072604,486.5237935,496.6245398,520.4161921,544.7846619,552.6228835,503.0452183,554.0896544,518.4334605,622.8209898,537.6590532,864.6139848,557.9992951,544.7527597,623.87069,790.1163802,565.3163401
151,354.7810522,386.7572029,400.0874472,414.9122466,483.8042335,415.6190636,414.9678017,524.1345673,436.6894565,468.1801183,533.5098556,528.771374,562.96575,548.962916,457.1926297,694.8063172,520.9251231,480.0750394,519.9296541,652.6614657,578.3314334,572.2462493,801.055235,824.8721637,647.6938281
152,355.8968338,384.3442928,398.163984,418.2039051,473.2903957,417.5860538,421.970768,426.3391686,442.843977,467.7752385,535.3684978,526.5107918,610.2217333,541.3120169,605.6832616,694.8002744,510.7337682,492.3890412,451.5525755,670.642033,759.5920584,523.5597027,735.4237497,612.0150672,621.9264014
153,357.7378799,387.0241829,422.1531271,416.1760247,441.7225425,424.2626126,416.5238975,425.3366767,437.8465049,569.4036498,486.2714831,541.3290876,520.4292604,546.1950002,700.0413606,469.5395858,461.4307132,522.2970803,448.0780907,523.1233097,693.0402369,433.644304,402.8497504,453.4245287,460.4719082
154,384.0754143,386.5633861,413.2200572,404.5788461,445.9835696,422.0289616,417.0152212,423.4185928,483.0395766,544.6274956,469.039044,534.9328003,532.8870352,671.7612991,694.1288415,460.2280931,509.2080871,460.528401,424.3590354,635.5796261,569.0273357,441.8300531,401.9312665,535.2527438,446.6596039
155,384.3509294,388.7411122,405.3906194,404.4358585,446.190731,436.4117135,413.4120292,439.7002428,455.1733579,482.7637159,482.9202874,499.0794693,497.314617,667.4228019,526.09676,402.9660663,454.0592824,422.7288238,450.1095172,528.8825434,384.6242345,434.7719616,356.2838848,398.1973928,333.1823903
156,379.1269623,416.9554098,414.1699585,409.249585,441.3347244,491.3835242,407.7759217,438.8019891,454.5238464,482.5306935,482.1230895,519.9865615,529.8864312,516.9822018,544.2633497,445.688748,473.6529823,491.54185,514.5438915,576.6188352,547.3458679,608.633577,525.9807719,445.2131906,353.885932
157,384.198327,417.4142614,414.3483056,408.0214837,440.7053946,420.1344351,410.8169906,432.383831,456.851593,421.7010759,453.4144115,484.999988,456.8423583,527.0109905,489.5787168,536.8351616,446.6715483,468.4280654,504.0495245,556.079393,501.510348,501.8444698,377.2705049,448.1052002,375.8447608
158,377.5047659,417.4142614,407.1830635,439.4654787,435.3311699,421.6859095,404.0172204,433.1438068,456.7193067,405.315019,454.1810774,449.2906096,485.5581034,521.4678518,498.1192553,383.7749981,441.7236203,463.2650251,500.5613387,427.1860603,499.3849763,481.5477523,403.9317105,385.6586621,352.9746636
159,378.9025569,420.6311246,405.6238264,439.0852603,428.2534593,421.6859095,403.5405281,431.2774448,456.694562,404.3684838,464.1726495,468.4336403,484.8763385,478.2891359,497.5285428,393.0901401,443.4737219,460.8563596,437.2645894,373.3884688,500.85807,556.6029233,405.5850868,377.1919607,331.9310487
